epoch: 1  lr: 0.1
Epoch[2]:[400/782] Time:0.0291 Data:0.0001  Cls:203800.8750(116313.7468)  Fitnet:558664.4375(682841.2114)  prec@1:15.62(19.04)  prec@5:53.12(64.79)
Epoch[2]:[410/782] Time:0.0316 Data:0.0001  Cls:169951.9531(119209.8052)  Fitnet:618883.6875(681653.5248)  prec@1:14.06(18.99)  prec@5:65.62(64.70)
Epoch[2]:[420/782] Time:0.0296 Data:0.0001  Cls:76813.2891(119964.9133)  Fitnet:726128.4375(681548.9116)  prec@1:21.88(18.94)  prec@5:68.75(64.66)
Epoch[2]:[430/782] Time:0.0303 Data:0.0001  Cls:156510.5312(119219.8186)  Fitnet:604389.1875(681114.9423)  prec@1:9.38(19.00)  prec@5:64.06(64.89)
Epoch[2]:[440/782] Time:0.0303 Data:0.0001  Cls:69764.3516(118315.0179)  Fitnet:690629.9375(681383.6497)  prec@1:15.62(18.98)  prec@5:73.44(65.07)
Epoch[2]:[450/782] Time:0.0297 Data:0.0001  Cls:173642.4688(119144.9329)  Fitnet:654872.6250(680755.5115)  prec@1:7.81(18.99)  prec@5:64.06(65.17)
Epoch[2]:[460/782] Time:0.0429 Data:0.0002  Cls:148880.7344(119625.5421)  Fitnet:695453.1875(680794.1804)  prec@1:23.44(19.01)  prec@5:70.31(65.24)
Epoch[2]:[470/782] Time:0.0431 Data:0.0001  Cls:74133.0000(121148.0785)  Fitnet:681307.0000(680660.4112)  prec@1:23.44(19.09)  prec@5:70.31(65.18)
Epoch[2]:[480/782] Time:0.0323 Data:0.0001  Cls:79202.3828(120156.1016)  Fitnet:719566.6875(681042.3914)  prec@1:12.50(19.10)  prec@5:68.75(65.19)
Epoch[2]:[490/782] Time:0.0275 Data:0.0001  Cls:75730.7422(119089.9212)  Fitnet:687256.6875(681750.4884)  prec@1:20.31(19.13)  prec@5:70.31(65.19)
Epoch[2]:[500/782] Time:0.0289 Data:0.0001  Cls:198485.3438(120152.5195)  Fitnet:766289.4375(682173.2423)  prec@1:10.94(19.12)  prec@5:53.12(65.13)
Epoch[2]:[510/782] Time:0.0422 Data:0.0001  Cls:87752.5078(120060.7343)  Fitnet:796017.6875(682255.7881)  prec@1:10.94(19.08)  prec@5:65.62(65.06)
Epoch[2]:[520/782] Time:0.0315 Data:0.0001  Cls:106047.5078(119525.4423)  Fitnet:647102.1875(682349.3520)  prec@1:21.88(19.10)  prec@5:65.62(65.00)
Epoch[2]:[530/782] Time:0.0304 Data:0.0001  Cls:48755.4023(118670.3339)  Fitnet:754250.1250(682623.6282)  prec@1:34.38(19.12)  prec@5:78.12(65.03)
Epoch[2]:[540/782] Time:0.0287 Data:0.0001  Cls:105625.8672(118785.2731)  Fitnet:650286.6250(682860.8513)  prec@1:10.94(19.13)  prec@5:75.00(65.00)
Epoch[2]:[550/782] Time:0.0291 Data:0.0001  Cls:134476.5781(119616.9308)  Fitnet:645916.6875(681979.3008)  prec@1:9.38(19.11)  prec@5:62.50(65.01)
Epoch[2]:[560/782] Time:0.0320 Data:0.0001  Cls:171185.4375(119926.9036)  Fitnet:638433.6250(681721.7115)  prec@1:12.50(19.09)  prec@5:64.06(65.13)
Epoch[2]:[570/782] Time:0.0360 Data:0.0001  Cls:101041.7812(119703.8892)  Fitnet:652002.4375(681836.6982)  prec@1:15.62(19.06)  prec@5:73.44(65.19)
Epoch[2]:[580/782] Time:0.0298 Data:0.0001  Cls:71269.2891(119394.7245)  Fitnet:652881.6250(681465.6845)  prec@1:14.06(19.06)  prec@5:85.94(65.23)
Epoch[2]:[590/782] Time:0.0287 Data:0.0001  Cls:130891.2266(119747.5847)  Fitnet:733665.3125(681566.5013)  prec@1:21.88(19.13)  prec@5:71.88(65.37)
Epoch[2]:[600/782] Time:0.0329 Data:0.0001  Cls:88028.6719(119328.6332)  Fitnet:706503.5625(681760.4832)  prec@1:21.88(19.24)  prec@5:67.19(65.48)
Epoch[2]:[610/782] Time:0.0292 Data:0.0001  Cls:54612.4180(118651.9677)  Fitnet:679369.7500(681956.4203)  prec@1:15.62(19.26)  prec@5:79.69(65.64)
Epoch[2]:[620/782] Time:0.0297 Data:0.0001  Cls:48424.0898(118401.5448)  Fitnet:681000.4375(681657.1106)  prec@1:18.75(19.30)  prec@5:73.44(65.70)
Epoch[2]:[630/782] Time:0.0330 Data:0.0001  Cls:120072.4297(118822.9337)  Fitnet:643062.1250(681326.3458)  prec@1:25.00(19.31)  prec@5:68.75(65.70)
Epoch[2]:[640/782] Time:0.0309 Data:0.0001  Cls:77324.4453(118619.7256)  Fitnet:739799.3125(681043.3387)  prec@1:20.31(19.38)  prec@5:60.94(65.80)
Epoch[2]:[650/782] Time:0.0357 Data:0.0001  Cls:104173.5781(118450.8416)  Fitnet:648759.8125(680585.1783)  prec@1:17.19(19.41)  prec@5:65.62(65.87)
Epoch[2]:[660/782] Time:0.0354 Data:0.0001  Cls:177256.5469(119545.6572)  Fitnet:622072.5000(679965.9378)  prec@1:28.12(19.40)  prec@5:75.00(65.84)
Epoch[2]:[670/782] Time:0.0288 Data:0.0001  Cls:262767.7500(120630.7250)  Fitnet:716349.7500(679646.1812)  prec@1:15.62(19.41)  prec@5:70.31(65.91)
Epoch[2]:[680/782] Time:0.0371 Data:0.0001  Cls:142599.0781(120977.5212)  Fitnet:637704.8125(679308.9076)  prec@1:21.88(19.43)  prec@5:71.88(66.03)
Epoch[2]:[690/782] Time:0.0391 Data:0.0001  Cls:98354.0000(120716.0519)  Fitnet:715981.1875(679807.8467)  prec@1:17.19(19.47)  prec@5:78.12(66.20)
Epoch[2]:[700/782] Time:0.0360 Data:0.0001  Cls:88179.0625(120476.0218)  Fitnet:612038.3125(679935.5813)  prec@1:15.62(19.50)  prec@5:67.19(66.25)
